id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
recCj1YsisBWyNGgV,Gaingels,"['rec6RNto3co791W0G', 'recI2fwxWSPbBTVQZ', 'recS7EiBi50k6R3ZB', 'recizUovXfTjYfsqS', 'recjtb0uz9MTyuK0I', 'reclwEhs74kIaEbdm', 'recxMbAOcj1YGb7ss', 'recJDuSxArWpKKgIP', 'recqygJkVNUPxnDKw']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['BQP', 'Rescale', 'Machina Labs', 'Guidewheel', 'Zoo', 'DigiFabster', 'Atomic Industries', 'Charge Robotics', 'Parallax Worlds']",Institutional Investors,9,,,
recHT3qCURwvQt6Ni,Pioneer Fund,"['rec7iz5x0Pfosvl4l', 'recGQxKxcbMz6sG3q', 'recVBqaNkXtojSij5', 'recXnPYUVun4MOI0k', 'recjuF67BCPrAXWap', 'rec5QUfqGSABoUj6s', 'recHLIzvy2BAaeQgv', 'recUYuOwjn0AqysAy', 'recepm09yRz1k9NY9']","['Design Intelligence (CAD)', 'Knowledge Engineering (R&D, Learning)', 'Bleeding Edge BIM (AEC/BIM)', 'Streamlined Supply Chain (SCM)', 'Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Adam', 'Kalam Labs', 'Kaedim', 'CoFactr', 'Epsilon3', 'AutoPallet Robotics', 'Atum Works', 'Cortex AI', 'Flywheel AI']",Institutional Investors,9,,,
recLdkJRubawmovWs,Founders Fund,"['rec7d0FvjP1gyjPSG', 'rec8MkEa7UfvpkhtN', 'recX8LzxoDPvh3Ul9', 'reckp7Hbr8KY6qt02', 'reccyqLGDAvuXeV2X', 'rec1pUFTPxpd8w2kn', 'recGzLin3Skzi8K2P', 'recwo0tzmlEfC1Cgh', 'recGAWGRWExg7Ujpo']","['Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Adaptive Manufacturing (AM, CAM, CNC)']",http://linkedin.com/company/the-founders-fund,"['Dirac', 'Giraffe', 'Built Robotics', 'Hadrian', 'Nominal', 'Arena', 'Freeform', 'Gecko Robotics', 'Layup Parts']",Institutional Investors,9,,,
rec9i6KYBZHlokgzK,Creative Destruction Lab,"['rec1ZFcD6n94fLmM9', 'rec8lfVfM13eGFRYt', 'rec8mUL5r2ceL7xUB', 'recRwDJwYwaNfdNY9', 'recdeNKND9WsMZHU1', 'rechYCA6ybDSWGhHd', 'recoO0kvuvrgbl7fX', 'recpHEzTLRiIOR5r0', 'recs7ZKn3I1KAwDKD']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Phantasma Labs', 'CoLab', 'SiteVue', 'SysGit', 'Automation Intelligence', 'Lambda Function', '1000 Kelvin', 'DraftAid', 'ShipReality']",,9,,,
reclg9JZpyvbFV8Uh,Eclipse Ventures,"['recleLXYV3KP12GWX', 'recYo1lWfrlr1SZ7X', 'recBbSGCtj8lyjwf0', 'rec9GKWVbp7wSHbtC', 'recDNX26owo9fx47E', 'recPtuslHLjrGptZe', 'rec6u6nYP6Gxijx82', 'recylg6Lnp5IvOKMl']","['SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Bleeding Edge BIM (AEC/BIM)', 'SW+HW=Innovation (Robotics, Drones)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Augury', 'Bright Machines', 'Instrumental', 'Vinci 4D', 'Augmenta', 'Foxglove', 'VulcanForms', 'Voxel Labs']",VC Fund,8,['recPqg6FIY50oivKy'],['Lior Susan'],
recrM1ZUjUfMj6JNC,Accel,"['recEwT0SoJPtDK2j8', 'recUUYnLLIijmfRLo', 'recYuVxVW6Ztb8w42', 'recbpJYXobrrvTmDu', 'rec7Uaw0u7fGkWE91', 'recOs9vKlCvaFo6YZ', 'recuych3Gn0FxiBDD', 'recN8865uNS8FAygD']","['Design Intelligence (CAD)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Campfire', 'Voxel', 'LinCode Labs, Inc.', 'Gravity Sketch', 'Fictiv (Acquired by MISUMI in 2025)', 'Cognite', 'SnapTrude', 'PermitFlow']",Institutional Investors,8,,,
rec5l2CYkntweVoPl,Data Collective (DCVC),"['recI2fwxWSPbBTVQZ', 'recdyBD0xEfMJTdFw', 'reckz5OAZf3rKWGP2', 'recxhL1LwIanxkUbp', 'reczjzXYBgUGpdPXn', 'recG0V8gg3wGEf4mV', 'recwmKxAuB8WuFwDg', 'recxCNbNxEaqTTIPc']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'Lumafield', 'Smartex.ai', 'nTop', 'Citrine Informatics', 'Desktop Metal (acquired by Nano Dimension in 2025)', 'Slip Robotics', 'Agility Robotics']",Individual,8,,,
rec0nudhh1XyXvFcL,BMW iVentures,"['recG0V8gg3wGEf4mV', 'recI8NXqAAZguDIaT', 'recYo1lWfrlr1SZ7X', 'rectuKApvYcNtWZHa', 'reco92rfqorVz9zCO', 'recdQm1UQsHkz0aXZ', 'rec9tBVQA8BqvrtwY', 'recSbv0lj85S6eGTD']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Desktop Metal (acquired by Nano Dimension in 2025)', 'Synera', 'Bright Machines', 'Carbon', 'Madaster Germany Gmbh', 'Simr (formerly UberCloud)', 'Alitheon', 'Formant']",,8,,,
recC7cOHSqTL28SB1,EQT Ventures,"['recGqfKFU0Lpu4DLB', 'recKn3ULj44D3i5Cz', 'recl2sHNH1iBtTW8J', 'recpaCa3QbaOvQTN2', 'recvohT18FH4InPy9', 'recWIgX4pRfjtmpgt', 'recLR3OKi554Spjqy', 'recOHCK8Fr3rWi6rn']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Knowledge Engineering (R&D, Learning)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Vectary', 'Flow Engineering', 'Acerta', 'Generative Vision', 'Sana (acquired by Workday in 2025)', 'Generative Engineering', 'Oden Technologies', '1X Technologies']",,8,,,
recQGc1o29VpwQusi,Lightspeed Venture Partners,"['recGQxKxcbMz6sG3q', 'recdAkJS5ou96QoCb', 'reckz5OAZf3rKWGP2', 'recwqVPVGXleIjo9f', 'recNK7moRUKHh8XUp', 'reccyqLGDAvuXeV2X', 'recBLkicY8e7S1sx4']","['Knowledge Engineering (R&D, Learning)', 'Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Kalam Labs', 'Cusp AI', 'Smartex.ai', 'Aquant', 'BuilDOTS', 'Nominal', 'Ricursive Intelligence']",VC Fund,7,,,
recdLV5zLVIlZcBlf,Liquid 2 Ventures,"['recWIfUxcXUE7K43n', 'recjtb0uz9MTyuK0I', 'recmF3dwee6Rf89pN', 'recDMBQvsiItc5sMu', 'rechDfDIOtYDlToZa', 'recUYuOwjn0AqysAy', 'recx8pItCaArCkvs2']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)', 'Design Intelligence (CAD)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['NavierAI', 'Zoo', 'Hestus', 'Boltline', 'JitX', 'Cortex AI', 'Flux']",VC Fund,7,,,
recraoFwbkkwrh9tB,Soma Capital,"['recjuF67BCPrAXWap', 'reclwEhs74kIaEbdm', 'recHLIzvy2BAaeQgv', 'recJDuSxArWpKKgIP', 'recgjvlWBxn3gmXTS', 'recmAJbj72SmswCu6', 'recx1MuzgPIdrPTpn']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)', 'Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Epsilon3', 'DigiFabster', 'Atum Works', 'Charge Robotics', 'Azalea Robotics', 'Struction', 'Elodin']",Institutional Investors,7,,,
rec1v9Ure7TDatl0m,National Science Foundation (NSF),"['recxa8Osr3LR5dVPJ', 'rec1hrXgdMxRL0oqE', 'recDMBQvsiItc5sMu', 'recRZ0XMSHOnlgKnc', 'recUBVrVX9YykFDiq', 'recXZJPY5pSC8Lq2x', 'reckOTocvgb6BTjQS']","['Design Intelligence (CAD)', 'Knowledge Engineering (R&D, Learning)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Knowledge Engineering (R&D, Learning)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Novineer', 'polySpectra (neThing.xyz)', 'Boltline', 'Plasticity', 'Intact Solutions', 'Parallel Fluidics', 'Flexcompute']",Institutional Investors,7,,,
rec1th6cFUjgsuNS3,New Enterprise Associates,"['rec9pR44bem4XQCgE', 'recHmtYpCHSxzL1Us', 'recdAkJS5ou96QoCb', 'recG0V8gg3wGEf4mV', 'recGoyQ9xfjzQTH4a', 'recRRukGbM2kMf1Rt', 'recvohT18FH4InPy9']","['Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Knowledge Engineering (R&D, Learning)']",,"['Arch Systems', 'Glacier', 'Cusp AI', 'Desktop Metal (acquired by Nano Dimension in 2025)', 'Tulip Interfaces', 'Backflip AI', 'Sana (acquired by Workday in 2025)']",,7,,,
rec4tNSAU3UdVspcQ,Acequia Capital (AceCap),"['rec7d0FvjP1gyjPSG', 'recGHV6f1YX5YrTQI', 'reckN5HuDIMT0oNr3', 'recvohT18FH4InPy9', 'recxMbAOcj1YGb7ss', 'recRwDJwYwaNfdNY9', 'reco6wEFBFz2tuU1d']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Knowledge Engineering (R&D, Learning)', 'SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)', 'Design Intelligence (CAD)']",,"['Dirac', 'EthonAI', 'Sloyd', 'Sana (acquired by Workday in 2025)', 'Atomic Industries', 'SysGit', 'Hyperganic']",,7,,,
recScgnbLiXvoVelt,General Catalyst,"['recwnMUFBvpaFSO0t', 'recGHV6f1YX5YrTQI', 'recoKutiNSGJYL1xU', 'rec30mNzF0ceoy5A2', 'reccyqLGDAvuXeV2X', 'recnx8rj5zVg2ZXSb']","['Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Spectral Labs', 'EthonAI', 'Tractian', 'PhysicsX', 'Nominal', 'JuliaHub']",Individual,6,['recn1A9QV5vZQzz2A'],['Hemant Taneja'],
recJ38FZUdCQGYi41,Khosla Ventures,"['rec9GKWVbp7wSHbtC', 'recZDJ2P1anrWupkk', 'recDi0JhNjit7QGyZ', 'recOjsVaREuRHAjrw', 'recVYUXJTtVG8BIpg', 'recXpmfBwcs07xU94']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Streamlined Supply Chain (SCM)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Factory Futures (MES, IIOT)']",,"['Vinci 4D', 'Omnea', 'BildAI', 'SketchPro', 'Daedalus', 'Industrial Next']",VC Fund,6,,,
recTj9fG1pU0nlSYi,Earlybird Venture Capital,"['recGHV6f1YX5YrTQI', 'recL43YEluUQiUjKs', 'reck7PzLjJhciQpJX', 'recu745gphuOWYDv3', 'recdQm1UQsHkz0aXZ', 'recxmHNTzas1LS9bG']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['EthonAI', 'CELUS', 'SimScale', 'Visometry', 'Simr (formerly UberCloud)', 'Aris Machina']",VC Fund,6,,,
recf917cE6Rk4Wrsy,Index Ventures,"['recDpD1uGLbEiCM8j', 'recF3gi4Tl5wsPh7K', 'recGHV6f1YX5YrTQI', 'recgtYbvWcNza9KG5', 'recHNAT8a8hoa1919', 'recqer84LiRhGjKzO']","['Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Vizcom', 'Covariant (acquired by Amazon Robotics in 2024)', 'EthonAI', 'Quilter', 'Phaidra', 'Revel']",VC Fund,6,,,
recgxfb99me4XQtSJ,Tiger Global,"['recQoXmyNVs9mxBao', 'recX8LzxoDPvh3Ul9', 'recxhL1LwIanxkUbp', 'recrGwy3PNhENjO8M', 'rec9G2pPDbKNKakAy', 'rectu4vqZJRrWGAhC']","['Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)', 'Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Laminar', 'Built Robotics', 'nTop', 'Physna', 'Path Robotics', 'Fort Robotics']",Individual,6,,,
recDpqxLKF6hHdmP2,Bain Capital Ventures,"['recXnPYUVun4MOI0k', 'recuADye15JvSTfls', 'recuH7CHKjYxM4zdS', 'recuv6DgeXnWlbges', 'rec7OYWo9NY1VOjFV', 'recx8pItCaArCkvs2']","['Streamlined Supply Chain (SCM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)', 'Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",https://www.linkedin.com/in/daankakebeeke/,"['CoFactr', 'MaintainX', 'Bench', 'Vention', 'Klutch AI', 'Flux']",VC Fund,6,['recXBUalVjjHRB3qw'],['Daan Kakebeeke'],Daan Kakebeeke
recE3ahImQxkQ0Mm9,Innovation Endeavors,"['recS7EiBi50k6R3ZB', 'reczjzXYBgUGpdPXn', 'reclpHRRDNZbnkBkG', 'recy7Bzsz7KqWqm6u', 'recyqUYECB6eN7dL7', 'recyrA17RZGo1gsi9']","['SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)', 'Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Machina Labs', 'Citrine Informatics', 'IntuitgenceAI', 'LightTable', 'Parspec', 'Trunk Tools']",Individual,6,,,
recX3EuQgUjNOESwi,Entrepreneurs First,"['recaw4HjtF9XdTUlV', 'recua5w9lxPKzA0vr', 'recH3blTe0YUS6YT0', 'recY1w35R3PXfXsjm', 'recpGekAmxPmQYMFg', 'recsQTaCFBpIrDuoc']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['CloudNC', 'Hanomi AI', 'Tellia', 'Phasio', 'Toolkit3D', 'Inversion Semiconductor']",Individual,6,,,
rec1TyutBdbE5iZwd,Angel investors (various individual angels),"['reccELku3wNS3clUP', 'recQfRVftY0SHGTyK', 'recK0gWeZ5aLoTR42', 'recjQUFIehI6yIrOm', 'reckmKYRcPUacNo61', 'recptaHnGluZaItKn']","['Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)', 'Streamlined Supply Chain (SCM)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)']",,"['AirWorks', 'Leucine', 'Fabriom', 'heatshape', 'Monumo', 'Numorpho Cybernetic Systems (NUMO)']",,6,,,
rec1eo3rrGPtsqd0A,BDC Venture Capital,"['recuv6DgeXnWlbges', 'recZ86YHSbyTc91Fk', 'rec43erivpBpiwNTy', 'recl2sHNH1iBtTW8J', 'recudGZZRYAu3P70o', 'recDNX26owo9fx47E']","['SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Vention', 'AON3D', 'Canvass AI', 'Acerta', 'BIM Track (acquired by Newforma in 2021)', 'Augmenta']",Individual,6,,,
rec6zv7G3KLVqBABY,Carl Bass (angel),"['recxhL1LwIanxkUbp', 'recM90ZDwemYnmoTf', 'recX8LzxoDPvh3Ul9', 'recr9Vc8Yrgd2HlJv', 'recu69Kt2WXMNiELZ', 'recjtb0uz9MTyuK0I']","['Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Design Intelligence (CAD)']",,"['nTop', 'Dyndrite', 'Built Robotics', 'InfinitForm', 'Toolpath', 'Zoo']",,6,,,
recjuB1w8m92Kl29u,Bessemer Venture Partners,"['recuADye15JvSTfls', 'rec3sd3177dRW6TWr', 'recN2yJRBKZFx3nV8', 'recPtuslHLjrGptZe', 'recua5w9lxPKzA0vr']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['MaintainX', 'ChipAgents', 'Portainer.io', 'Foxglove', 'Hanomi AI']",VC Fund,5,,,
rec54CnoB1jmQ6KWy,SE Ventures (Schneider Electric Ventures),"['rec154SwmlecINzLT', 'recWwgNKFTLztkKlf', 'recYWPA4sXO0x7o5B', 'recqsUpkI4gSmuy8v', 'recleLXYV3KP12GWX']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Uncountable', 'Pico MES', 'Sense', 'Makersite Gmbh', 'Augury']",VC Fund,5,,,
recIL5nFg9ufQMlNe,Prelude Ventures,"['rec1hrXgdMxRL0oqE', 'recYWPA4sXO0x7o5B', 'reczjzXYBgUGpdPXn', 'recDNX26owo9fx47E', 'rec7s6IS3bgb1uuIi']","['Knowledge Engineering (R&D, Learning)', 'Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['polySpectra (neThing.xyz)', 'Sense', 'Citrine Informatics', 'Augmenta', 'AMP Robotics']",VC Fund,5,,,
recNNERugnXT3ISwe,Congruent Ventures,"['rec1hrXgdMxRL0oqE', 'recRtWQzDsbczClOl', 'recS7EiBi50k6R3ZB', 'recWwgNKFTLztkKlf', 'rec7s6IS3bgb1uuIi']","['Knowledge Engineering (R&D, Learning)', 'SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['polySpectra (neThing.xyz)', 'Alloy Enterprises', 'Machina Labs', 'Pico MES', 'AMP Robotics']",VC Fund,5,,,
recOIBmSJkCUUzFcr,Temasek,"['rec30mNzF0ceoy5A2', 'recF3gi4Tl5wsPh7K', 'recdAkJS5ou96QoCb', 'rectuKApvYcNtWZHa', 'rec9GKWVbp7wSHbtC']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['PhysicsX', 'Covariant (acquired by Amazon Robotics in 2024)', 'Cusp AI', 'Carbon', 'Vinci 4D']",Institutional Investors,5,,,
recb6QDc0TRF5WkSO,Radical Ventures,"['rec4Ixgf8O1b6mlk4', 'recF3gi4Tl5wsPh7K', 'recl2sHNH1iBtTW8J', 'recmqKqvPHtbFmdwh', 'recDpD1uGLbEiCM8j']","['Streamlined Supply Chain (SCM)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Design Intelligence (CAD)']",,"['Poka Labs', 'Covariant (acquired by Amazon Robotics in 2024)', 'Acerta', 'P-1 AI', 'Vizcom']",VC Fund,5,,,
recqjyA0ZYN2uIksy,8VC,"['rec154SwmlecINzLT', 'recXZJPY5pSC8Lq2x', 'recxMbAOcj1YGb7ss', 'rec36OMqo17WrNLRZ', 'recx8pItCaArCkvs2']","['Cognitive Thread (PLM, MBSE, DT)', 'Knowledge Engineering (R&D, Learning)', 'SW+HW=Innovation (Robotics, Drones)', 'Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['Uncountable', 'Parallel Fluidics', 'Atomic Industries', 'BobYard', 'Flux']",VC Fund,5,,,
rec3xzGTtzLbXdcdU,LocalGlobe,"['rec8Km9DgdcmOLX2p', 'recECmN5614at2OU6', 'recdAkJS5ou96QoCb', 'rechkMUSJkV5O8ghn', 'recizUovXfTjYfsqS']","['Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['Morphorm', 'Opti-Technologies', 'Cusp AI', 'Arcol', 'Guidewheel']",Institutional Investors,5,,,
rec44Ik2RpQ8U2fLb,Kima Ventures,"['rec7inutMVTTqVN90', 'recAGGqJxE2LZGkQ4', 'receRlhEnuteunlrn', 'rechAsitWQGYCSjWN', 'recnVv7Opm5iARmI0']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['MecAgent', 'Aletiq', 'Oplit', 'Vitesse Automation', 'Bonx']",VC Fund,5,,,
rectXWiD9ZIiFr71z,FundersClub,"['rec8lfVfM13eGFRYt', 'recH1QeSuLuNioBVb', 'rechDfDIOtYDlToZa', 'recYQKmfPHw6tMHjZ', 'rectu4vqZJRrWGAhC']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['CoLab', 'Sight Machine', 'JitX', 'Duranium', 'Fort Robotics']",Institutional Investors,5,,,
recEsgICoPdaarbuJ,Initialized Capital,"['recKIkbCIk4cyBuz7', 'recI2fwxWSPbBTVQZ', 'rec1pUFTPxpd8w2kn', 'recN8865uNS8FAygD', 'recpOf8iAhu8YHpug']","['SW+HW=Innovation (Robotics, Drones)', 'Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)', 'Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Formic', 'Rescale', 'Arena', 'PermitFlow', 'Handoff']",Institutional Investors,5,,,
recoNdaQ5T3ZLTX6S,Cherry Ventures,"['recI8NXqAAZguDIaT', 'recSAGzsrJ3WSuoH0', 'recU4GQXc6B9r4z4w', 'recaUTMeWzATmUEaS', 'recpYKOfcRlHDINGI']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)', 'Streamlined Supply Chain (SCM)']",,"['Synera', 'Overview AI', 'trace.space', 'Plans', 'Luminovo']",VC Fund,5,,,
recBKyj7u7RHi9WpJ,HV Capital,"['recY5fsh3fqYPfjxf', 'recjwDy31J7nAeSs1', 'recmTm2ReTxcWAB6r', 'reco6wEFBFz2tuU1d', 'reckp7Hbr8KY6qt02']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)']",,"['SPREAD', 'Cybus', 'ARX Robotics', 'Hyperganic', 'Hadrian']",Institutional Investors,5,,,
recMsOw3BGjBL3Wj9,Autodesk,"['recaw4HjtF9XdTUlV', 'reckN5HuDIMT0oNr3', 'recu69Kt2WXMNiELZ', 'rectuKApvYcNtWZHa', 'recZRjLBu8F0psdes']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)', 'Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['CloudNC', 'Sloyd', 'Toolpath', 'Carbon', 'aPriori']",Institutional Investors,5,,,
