id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
rec8WK1xGyDFizGgQ,Ripkens Wiesenkämper Beratende Ingenieure,['reco92rfqorVz9zCO'],['Bleeding Edge BIM (AEC/BIM)'],,['Madaster Germany Gmbh'],Individual,1,,,
recACtn1lxxXbvwjI,Virginia Venture Partners (VIPC),['recswi1PaU0hXpJ4R'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Sedaro'],VC Fund,1,,,
recATUhjOIL1LwXeL,Bridge Commercial Real Estate,['recpCLgZKCT59blgr'],['Bleeding Edge BIM (AEC/BIM)'],,['Skema.AI'],Institutional Investors,1,,,
recBDws1r41bda4VS,Delin Ventures,['recr1AfIDc3742i8i'],['Bleeding Edge BIM (AEC/BIM)'],,['Endra'],VC Fund,1,,,
recBHGbYTnrit9cnn,Chris Welch,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Individual,1,,,
recBdrnzhygtYoWrl,Provest Partners,['recpCLgZKCT59blgr'],['Bleeding Edge BIM (AEC/BIM)'],,['Skema.AI'],Institutional Investors,1,,,
recBoZpC2YIhjDDeT,PKSHA Capital,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
recBrXTZxPaQyBiJf,Coastal Construction Company,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Institutional Investors,1,,,
recEsbjlvAGrbXmYy,Keihanna Global Acceleration Program,['recsx50OPgBVk6nGY'],['Bleeding Edge BIM (AEC/BIM)'],,['Recloud'],Individual,1,,,
recEzQfl2j72vVcc6,Caspar Archi,['reco92rfqorVz9zCO'],['Bleeding Edge BIM (AEC/BIM)'],,['Madaster Germany Gmbh'],Individual,1,,,
recFyqo6TR2twNSpm,F.I.S.,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recG0CV9UZeyzX5KZ,Pentech Ventures,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],VC Fund,1,,,
recG7UkDW1rnbD6wy,Michelle Seow,['recpkSzYCmSh9MkNW'],['Bleeding Edge BIM (AEC/BIM)'],,['LionsBot'],Individual,1,,,
recGCXQTqimsRhqet,Alejandro Agag,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],Individual,1,,,
recGszCPx5OqPnMrH,John Saunders,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Individual,1,,,
recGvtTNfyWB5B8io,PME MTL Centre‑Ville,['recpGekAmxPmQYMFg'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolkit3D'],Individual,1,,,
recHimbUQe8dQXymZ,Griffin Schroeder,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Individual,1,,,
recHrj0ByoLmfLnNY,Canadian Technology Accelerator,['recpGekAmxPmQYMFg'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolkit3D'],Institutional Investors,1,,,
recI1yByh8Zx2sjqZ,Joe Panettieri,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Individual,1,,,
recKsVP7SNX20bkn8,Rajesh Elara Mohan,['recpkSzYCmSh9MkNW'],['Bleeding Edge BIM (AEC/BIM)'],,['LionsBot'],Individual,1,,,
recLdPVjcRXmmCv9y,SpaceFounders France,['rectnFTIwhrW36087'],['Design Intelligence (CAD)'],,['Cognitive Design by CDS'],Individual,1,,,
recLhr0lMWE0F3dj1,Apex Black,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],Individual,1,,,
recLqDRbCXhC4DRli,Teodoro D'Ambrosio,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Individual,1,,,
recM0VXqnavfU0rLz,International Startup Festival,['recpGekAmxPmQYMFg'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolkit3D'],Institutional Investors,1,,,
recMKn8n4bJIeqdkx,Iron Hands Capital,['rectnFTIwhrW36087'],['Design Intelligence (CAD)'],,['Cognitive Design by CDS'],Institutional Investors,1,,,
recNhr4HKLCIJCIOb,Indaco,['recstd3GdK2il0VF2'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Caracol'],Institutional Investors,1,,,
recNiOOmTHFa9WQbS,STATION Ai Central Japan Fund No.1,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
recNzfxXo0ogwMU9d,CNB Capital,['recq610lsAIpfbkVs'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Neural Concept'],Institutional Investors,1,,,
recPNKc1NIybHYiZD,Leonid Capital Partners,['recswi1PaU0hXpJ4R'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Sedaro'],Institutional Investors,1,,,
recPSLfPEarsj4raJ,Social Alpha,['recqc0mM0ul4jyTkr'],['Bleeding Edge BIM (AEC/BIM)'],,['Voxelgrid'],Institutional Investors,1,,,
recPpm1CbWjaFt8rE,La Famiglia VC,['recpYKOfcRlHDINGI'],['Streamlined Supply Chain (SCM)'],,['Luminovo'],Individual,1,,,
recQvnzzhq0edoSdv,12 West Capital,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Institutional Investors,1,,,
recRO8CibXh3UfWpT,Kennametal,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Institutional Investors,1,,,
recS4LrjFrBP4GEHf,Baillie Gifford,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Individual,1,,,
recS5e1b1WQDXM3Ec,Saxon Baum,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Individual,1,,,
recT2FbZgQHil7O2y,Minitab.,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Institutional Investors,1,,,
recTJR9bmPtEtMHtK,JSR Corporation,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recTbSTOpz3xShEgt,Sebastian Ribbentrop,['recpaCa3QbaOvQTN2'],['Design Intelligence (CAD)'],,['Generative Vision'],Individual,1,,,
recUxZEubLCpnsqd8,Channel Angels,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Angel,1,,,
recVPHYfxD1BgNi3d,Eli Lilly,['recrjKdXNbU8jaVIl'],['Bleeding Edge BIM (AEC/BIM)'],,['Revizto'],Individual,1,,,
recVUKfJN0WxyiUty,Valley Venture Mentors,['recqQs2kZCo3CEKTO'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Autodrop3D'],VC Fund,1,,,
recVW4757hEdNH4lT,Tech Square Ventures,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],VC Fund,1,,,
recVWZZ3B5fBnVZe8,BLH Venture Partners,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],VC Fund,1,,,
recWEHAQU6YtMBbMD,ME Innovation,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Individual,1,,,
recWaD9RaTJbaLOa9,Arkema,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recWgzUUD4fRlOR9U,TouchStone Capital Group,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],Institutional Investors,1,,,
recXIllNiWkJuTcTE,Shizuoka Capital,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
recXi3R0ew20dUUUb,Florida Funders,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Institutional Investors,1,,,
recYKmLdjfWzg6yWQ,Camozzi Group,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Individual,1,,,
recZAU8BOUthVd0n1,XAnge,['recq1cM1WaGFYQRY0'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['Scortex'],Institutional Investors,1,,,
recZZjUimSeWWDe50,RefashionD Ventures,['recpmEwNT3VnWYTnS'],['Streamlined Supply Chain (SCM)'],,['Mobius Materials'],VC Fund,1,,,
recaR9Llvw7SgV8bi,Leaders Fund,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Institutional Investors,1,,,
recbCEIbhoXk36JTT,i-nest No.2,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
recc0ja3waGIcJCnU,Johnson & Johnson Innovation – JJDC,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recd2WkH5AmdJCws6,Startup Karnataka,['recqc0mM0ul4jyTkr'],['Bleeding Edge BIM (AEC/BIM)'],,['Voxelgrid'],Individual,1,,,
recdlJDp0zg064iZS,Sapphire Ventures,['recoKutiNSGJYL1xU'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['Tractian'],VC Fund,1,,,
recdqBOZuNw7vFS4X,Counterview Capital,['rectETKS0Dpcq47af'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Bild'],Institutional Investors,1,,,
recdu9OVooV2ERSYl,Founders Factory,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],Individual,1,,,
recdwelJSeWBsgUBX,Commerz Real,['reco92rfqorVz9zCO'],['Bleeding Edge BIM (AEC/BIM)'],,['Madaster Germany Gmbh'],Individual,1,,,
receBIerteAvvXi1y,CDP Venture,['recstd3GdK2il0VF2'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Caracol'],VC Fund,1,,,
receL6JCSpjciSsBK,Tan Kuan Ern,['recpkSzYCmSh9MkNW'],['Bleeding Edge BIM (AEC/BIM)'],,['LionsBot'],Individual,1,,,
recf88YJHBJcRLEHX,Advanced Technology Development Center (ATDC),['recpCLgZKCT59blgr'],['Bleeding Edge BIM (AEC/BIM)'],,['Skema.AI'],Institutional Investors,1,,,
recf8nDuemWHgKWgj,Spero Ventures,['recpmEwNT3VnWYTnS'],['Streamlined Supply Chain (SCM)'],,['Mobius Materials'],VC Fund,1,,,
recgNzVgZj4jNu344,ANRI,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
rech5fSf4K33T3trA,DAA Capital Partners,['rectnFTIwhrW36087'],['Design Intelligence (CAD)'],,['Cognitive Design by CDS'],Institutional Investors,1,,,
recimunaFtEp61vTL,Madrone Capital Partners,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recis4CzJ9Pbnn9B3,SuperSteam Asia Pacific,['recpkSzYCmSh9MkNW'],['Bleeding Edge BIM (AEC/BIM)'],,['LionsBot'],Individual,1,,,
reckEYAcBVy0AM96M,Bridge Investment Group,['recpCLgZKCT59blgr'],['Bleeding Edge BIM (AEC/BIM)'],,['Skema.AI'],Individual,1,,,
reckwEu048AfxhOAf,LAUNCHPAD FUND No.2,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
reclTnVmoqXjVUfX3,Shinsei Corporate Investment,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Individual,1,,,
recmIYd2MM1JvaDWh,H.I. Capital,['recqsUpkI4gSmuy8v'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Makersite Gmbh'],Institutional Investors,1,,,
reco0Tbm19ofTalwP,Jeff Shaw,['recpCLgZKCT59blgr'],['Bleeding Edge BIM (AEC/BIM)'],,['Skema.AI'],Individual,1,,,
reco9uPYGKzKSFcvb,Forestay Capital,['recq610lsAIpfbkVs'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Neural Concept'],Institutional Investors,1,,,
recoFreSzzTaUUnCu,Freny Firoze Irani,['recpkSzYCmSh9MkNW'],['Bleeding Edge BIM (AEC/BIM)'],,['LionsBot'],Individual,1,,,
recoP6sK6U3u6zsYg,Google Ventures (GV),['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],VC Fund,1,,,
recoieQo1ZqjcFJdU,Reinet Investments (Reinet Fund S.C.A.),['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Institutional Investors,1,,,
recozEwKUwU9enDIP,ModuleWorks,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Institutional Investors,1,,,
recpXo4lfuGpMJlgg,Neurone,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Institutional Investors,1,,,
recpp6vpu5d0bUh7f,LE CAMP,['recpGekAmxPmQYMFg'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolkit3D'],Individual,1,,,
recqDprPSstNQfL1R,Schox Venture Capital,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],VC Fund,1,,,
recr1SoEBGIAHiVJz,Keyence Corporation,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Institutional Investors,1,,,
recrCHFtUqzHINfmL,Jeffrey Schox,['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Individual,1,,,
recsM0csBY2cuzkVG,Wellness Holding (Alessandri Family),['recqf8yrsTl6r7As4'],"['Factory Futures (MES, IIOT)']",,['Viam'],Institutional Investors,1,,,
recsT5k3427KuUVFq,Aster Capital,['recq610lsAIpfbkVs'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Neural Concept'],Institutional Investors,1,,,
recsqnNlQ5eCdY9VL,UIT Growth Equity,['rectuKApvYcNtWZHa'],"['Factory Futures (MES, IIOT)']",,['Carbon'],Individual,1,,,
rectKrp3eJlcOJSDU,SMBC Venture Capital,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",VC Fund,1,,,
rectSo1QrQ9G1RjSh,Lightning Capital,['recs0vaG0Y7k1cndM'],['Bleeding Edge BIM (AEC/BIM)'],,['Togal AI'],Institutional Investors,1,,,
recthn4dZKYye5iKV,Stephen DeBacco,['recu69Kt2WXMNiELZ'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Toolpath'],Individual,1,,,
recvQnvSzb8lAOPEg,BIRAC (National Biopharma Mission / Department of Biotechnology),['recqc0mM0ul4jyTkr'],['Bleeding Edge BIM (AEC/BIM)'],,['Voxelgrid'],Institutional Investors,1,,,
recvWrFeD1iiLmGCE,Spatial Capital,['recqL8SeR544BDj5H'],['Design Intelligence (CAD)'],,['Drafter'],Institutional Investors,1,,,
recvX1AyflppmDNyX,Kiyo Growth Support No.2,['recosXany7h8XLntI'],"['Cognitive Thread (PLM, MBSE, DT)']",,"['PRISM by Things, Inc.']",Individual,1,,,
recvvu1c0SBs4BIVc,SHL Capital (Sebastian Siemiatkowski),['recr1AfIDc3742i8i'],['Bleeding Edge BIM (AEC/BIM)'],,['Endra'],Institutional Investors,1,,,
recwNIKH7ZK8AB6Qm,IP Group plc,['recr9CZAsU7xMYkmN'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Monolith (acquired by CoreWeave in 2025)'],Institutional Investors,1,,,
recz4VVs21rUCeB0K,Imity Group,['recseLihqcMlHvoVq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Sibe.io'],Individual,1,,,
reczM61t8hHCLB8vO,Stellar Ventures,['recswi1PaU0hXpJ4R'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Sedaro'],VC Fund,1,,,
rec05ys1eiCogaPbf,Teralys Capital,['recuH7CHKjYxM4zdS'],['Design Intelligence (CAD)'],,['Bench'],Institutional Investors,1,,,
rec0PIHwf1tP9fsZx,Jennifer Tejada,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Individual,1,,,
rec0VlYS4Edjt9xAo,Steve Pagliuca,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Individual,1,,,
rec2TI0vvWxoCKn3q,Id4 Ventures,['recx2d31ZsbxUKQPt'],['Design Intelligence (CAD)'],,['TETMET'],VC Fund,1,,,
rec2fNgxWwonf34Xj,Emily Walsh,['recuv6DgeXnWlbges'],"['SW+HW=Innovation (Robotics, Drones)']",,['Vention'],Individual,1,,,
rec4a1jdUA0GmF91Z,Philip Chopin,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
rec4bxTrFbgxpQkhJ,Gradient Control Laboratories,['recz5STIDKvGzX5Xm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['LatticeRobot'],Institutional Investors,1,,,
rec5IfSQYxjiJtUim,Bank of Montreal,['recuH7CHKjYxM4zdS'],['Design Intelligence (CAD)'],,['Bench'],Institutional Investors,1,,,
rec5U8lslP6VeOXOZ,Florida Opportunity Fund,['recxa8Osr3LR5dVPJ'],['Design Intelligence (CAD)'],,['Novineer'],Institutional Investors,1,,,
rec6a95GU4pH6Aoyv,Shopify,['recuH7CHKjYxM4zdS'],['Design Intelligence (CAD)'],,['Bench'],Institutional Investors,1,,,
rec7bV5Alkf9xzpyC,MFG Invest,['recx2d31ZsbxUKQPt'],['Design Intelligence (CAD)'],,['TETMET'],Individual,1,,,
rec9Y4RRw0QHIITXw,Sandra Malmberg,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
rec9nGTq5Q4OGJe2o,Oldslip Group,['recxhL1LwIanxkUbp'],['Design Intelligence (CAD)'],,['nTop'],Individual,1,,,
recABG7YuM9eNSCYO,Bolt Ventures,['recuv6DgeXnWlbges'],"['SW+HW=Innovation (Robotics, Drones)']",,['Vention'],VC Fund,1,,,
recAhS0F9U63VEbgv,Workday Ventures,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],VC Fund,1,,,
recBJtupBmtTCKpuo,Imprimatur Capital Fund Management,['reczWRVSvY4MYVXdr'],['Design Intelligence (CAD)'],,['Axial3D'],Institutional Investors,1,,,
recBulRxFQW9WA2Th,ARPA-E (U.S. Department of Energy Advanced Research Projects Agency-Energy),['reczjzXYBgUGpdPXn'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Citrine Informatics'],Institutional Investors,1,,,
recCBHHJxOT9fPTwx,Constructive Venture Fund,['recv5CQRN7qfqQc2f'],['Bleeding Edge BIM (AEC/BIM)'],,['Archilyse (bankruptcy in 2023)'],VC Fund,1,,,
recCVTym8hAN62E7A,Frank DiLullo,['recxa8Osr3LR5dVPJ'],['Design Intelligence (CAD)'],,['Novineer'],Individual,1,,,
recCk9VBCyosKdghx,Link-XPV,['recyHfAcH5K4aLFl0'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Mecado'],Institutional Investors,1,,,
recD0Kk57T1g5AK6n,Evergreen Seed,['recxa8Osr3LR5dVPJ'],['Design Intelligence (CAD)'],,['Novineer'],Individual,1,,,
recDUnT7XJhgdcz1V,Phaedrus Systems,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],Institutional Investors,1,,,
recEbQfDc2XaTCE9r,Start-up BW Pre-Seed,['recvaBZL1RsDXy7D0'],['Design Intelligence (CAD)'],,['CadAICo'],Individual,1,,,
recFT6kQLlmICQTrp,Patrick Hurst,['reczWRVSvY4MYVXdr'],['Design Intelligence (CAD)'],,['Axial3D'],Individual,1,,,
recFmjhZNZ08DqpES,SaxeCap,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],Institutional Investors,1,,,
recFny2VKCoBFWl6T,Jean-Paul Sanday,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recFpe8aqWENuuc5f,Joen Bonnier,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recG6vD6zjVOVVx34,Dave McJannet,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Individual,1,,,
recHMIdWlaNFaqS1G,Constellation Software Inc.,['recxEGiFYJgHLkwWK'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Realis Simulation'],Institutional Investors,1,,,
recHTJ7cKFWN0Sjy2,Climate Club VC,['recx2d31ZsbxUKQPt'],['Design Intelligence (CAD)'],,['TETMET'],Individual,1,,,
recHqcRT3TyNYwrCh,Katarina Martinson,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recJ5T7DUqtwpUWiX,Material Ventures,['recx2d31ZsbxUKQPt'],['Design Intelligence (CAD)'],,['TETMET'],VC Fund,1,,,
recJ7IwgirPJnC3jX,Rob Bernshteyn,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Individual,1,,,
recJAr0msvdspSIAj,Silicon Valley Bank,['recuH7CHKjYxM4zdS'],['Design Intelligence (CAD)'],,['Bench'],Institutional Investors,1,,,
recJvliOkk6Kc06Gn,Sven Hagströmer,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recK77ic7JBDX0KYt,Whiterock Finance,['reczWRVSvY4MYVXdr'],['Design Intelligence (CAD)'],,['Axial3D'],Individual,1,,,
recLQOysKJFNdgFjY,Rahul Mehta,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Individual,1,,,
recLizNU7h2w4Lb1X,FOG Software Group,['recxEGiFYJgHLkwWK'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Realis Simulation'],Individual,1,,,
recM5NPcwC5OEnNpE,Angular Ventures,['recwqVPVGXleIjo9f'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['Aquant'],VC Fund,1,,,
recMSWDYIORIcYJ87,Stefan Heitmann (business angel),['recv5CQRN7qfqQc2f'],['Bleeding Edge BIM (AEC/BIM)'],,['Archilyse (bankruptcy in 2023)'],Angel,1,,,
recMyt64tSdxxMSS8,GP Bullhound,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recNf46u8RrJdSwYT,White Star Capital,['recuv6DgeXnWlbges'],"['SW+HW=Innovation (Robotics, Drones)']",,['Vention'],Institutional Investors,1,,,
recNo4ailc8480BcQ,Impatient VenturesY,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],VC Fund,1,,,
recO4P2w34uBwjW99,Super Capital,['recx2d31ZsbxUKQPt'],['Design Intelligence (CAD)'],,['TETMET'],Institutional Investors,1,,,
recPK4wCWn5ZvlZbl,Falon Donohue,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],Individual,1,,,
recQK7SMkdZjgKONg,Founders Circle Capital,['recuADye15JvSTfls'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['MaintainX'],Institutional Investors,1,,,
recQOZr4beNRyxFnz,SBI,['reczAQLzcfJZNJsoO'],['Bleeding Edge BIM (AEC/BIM)'],,['Reconstruct'],Institutional Investors,1,,,
recQacs0XYxEIWCwM,UKAEA (Fusion Industry Program),['recyF4sX5KjbeYOpD'],['Design Intelligence (CAD)'],,['Infinitive (formerly CAE Tech)'],Institutional Investors,1,,,
recSPRJpImfpRolwr,Sylvain Carle,['recuv6DgeXnWlbges'],"['SW+HW=Innovation (Robotics, Drones)']",,['Vention'],Individual,1,,,
recSmDoPL20indY2B,Startup Edmonton,['recumTIqDM8UsmHWU'],"['Factory Futures (MES, IIOT)']",,['PrototypeHubs (acquired by Prototek Manufacturing in 2024)'],Individual,1,,,
recSxh33DJF67vSpC,Porsche Ventures,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],VC Fund,1,,,
recT5jSXMwmQiz5Fy,ONINO UG,['recvaBZL1RsDXy7D0'],['Design Intelligence (CAD)'],,['CadAICo'],Individual,1,,,
recUa4mzSeVA8kLBj,Scott Sandell,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recV6HugdLHrw8UWg,Click Bond,['recuQ3Nd6rYe8dfys'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['Frontline.io'],Individual,1,,,
recVmUNkByQRxQrWZ,Florida Venture Forum,['recxa8Osr3LR5dVPJ'],['Design Intelligence (CAD)'],,['Novineer'],VC Fund,1,,,
recW7PlwdksZEHh0a,PropTech1 Ventures,['recv5CQRN7qfqQc2f'],['Bleeding Edge BIM (AEC/BIM)'],,['Archilyse (bankruptcy in 2023)'],VC Fund,1,,,
recYaOIsTHPRo2Ifa,Blackwing,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],Institutional Investors,1,,,
recZcZGpZgWICSWE4,Pitch@Palace,['reczWRVSvY4MYVXdr'],['Design Intelligence (CAD)'],,['Axial3D'],Institutional Investors,1,,,
recZjj6uLF0vUKz0f,Space Florida,['recxa8Osr3LR5dVPJ'],['Design Intelligence (CAD)'],,['Novineer'],Individual,1,,,
recZqFIlKJ84sGAiT,WND Ventures,['recut6VgFZVX9RMes'],['Bleeding Edge BIM (AEC/BIM)'],,['Hypar'],VC Fund,1,,,
reca9KtXyZj4WmJXM,Morado Ventures,['reczjzXYBgUGpdPXn'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Citrine Informatics'],VC Fund,1,,,
recb3zCM06Jna2QUz,Sophia Bendz,['recvohT18FH4InPy9'],"['Knowledge Engineering (R&D, Learning)']",,['Sana (acquired by Workday in 2025)'],Individual,1,,,
recbAbTYcyx5otKGc,ISAI Cap Venture,['reczjzXYBgUGpdPXn'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Citrine Informatics'],VC Fund,1,,,
recbBDD6bu4e4bykW,S&A,['recxMbAOcj1YGb7ss'],"['SW+HW=Innovation (Robotics, Drones)']",,['Atomic Industries'],Institutional Investors,1,,,
